ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,dt_s
5.075710,17.448940,-74.239400,2.110289,0.287621,12.507270,0.010000
2.202670,17.046720,-75.292850,1.827994,0.061785,11.983160,0.010000
-1.053450,14.805740,-75.216240,1.852495,0.412257,11.530422,0.010000
-3.447650,15.131350,-75.637620,2.769687,1.189900,10.963701,0.010000
-2.011130,13.675680,-75.043860,3.676228,1.326254,10.572749,0.010000
-3.294420,16.797720,-73.818020,3.881824,1.172856,9.991115,0.010000
-1.877050,16.108190,-71.519590,4.311125,1.384844,10.102968,0.010000
-2.470820,15.916650,-73.569030,4.462393,2.472479,9.812151,0.010000
-2.279280,19.038690,-73.396640,4.661597,2.080462,9.884588,0.010000
-0.038310,23.980320,-70.906680,3.610181,0.631702,10.284062,0.010000
0.038310,19.555840,-75.082170,1.401888,-0.560329,9.398829,0.010000
-2.930500,15.188820,-75.024700,0.267381,-0.565655,8.104532,0.010000
-4.003110,19.364300,-76.308000,-0.153398,0.095874,7.592140,0.010000
-3.830720,18.291700,-74.411790,0.407996,0.254598,7.147924,0.010000
-5.286400,19.096150,-72.324040,0.558199,0.014914,7.193731,0.010000
-1.819590,16.376340,-72.802890,0.672182,0.017044,6.966829,0.010000
0.574610,17.908630,-75.714230,0.347276,0.328101,6.865629,0.010000
-1.130060,16.376340,-73.185960,-0.935302,-0.052198,6.223275,0.010000
-4.558560,18.368310,-75.407780,-1.119593,0.059655,5.135640,0.010000
-5.363010,14.978130,-72.458120,-1.478587,-0.420779,4.641357,0.010000
-6.646300,19.326000,-72.304890,-1.708684,-0.320645,5.297560,0.010000
-4.788400,18.330010,-75.503550,-2.006958,-0.746750,5.601161,0.010000
-5.324700,17.027560,-77.821130,-1.759817,-0.842624,5.124987,0.010000
-2.624050,16.701950,-76.461230,-1.431715,-0.599744,4.965198,0.010000
-1.991980,20.302830,-78.031820,-0.892692,0.266316,5.015265,0.010000
-1.877050,14.920660,-76.097310,-0.423975,1.291101,5.039766,0.010000
-3.811570,16.146500,-74.086170,-0.320645,1.944108,6.130597,0.010000
-4.788400,13.962980,-70.964140,-0.404800,2.168878,6.945524,0.010000
-3.524260,12.737150,-71.768590,-1.001349,0.733967,6.347911,0.010000
-5.669470,14.595050,-70.944980,-1.706554,-0.334493,5.779059,0.010000
-5.765240,13.828910,-74.201100,-1.528654,0.004261,5.733253,0.010000
-7.929600,10.955870,-73.549870,-0.626375,1.226119,7.262973,0.010000
-7.508220,12.105080,-76.595300,0.416518,1.146224,5.869607,0.010000
-3.926490,12.488160,-71.442980,0.290817,1.021589,6.306365,0.010000
-2.815580,9.442730,-74.948090,-0.418649,-0.600809,7.334346,0.010000
-7.297530,7.240070,-70.830060,-2.241316,-3.341734,7.403588,0.010000
-6.014230,14.537590,-72.055890,-3.261840,-4.273841,6.432066,0.010000
-3.007120,11.358090,-75.733390,-1.264469,-6.506635,6.338323,0.010000
-3.543420,15.265430,-73.128490,1.483913,-8.419850,6.393717,0.010000
-4.596870,11.932700,-69.106240,1.239968,-9.377522,5.970807,0.010000
-4.271260,8.159440,-70.791760,0.675378,-8.368717,6.735667,0.010000
-5.669470,7.699750,-67.995330,1.504153,-9.272061,8.408133,0.010000
-3.811570,6.761230,-69.872380,1.694836,-7.469634,9.645969,0.010000
-3.907340,9.327810,-73.281720,0.120375,-5.005678,10.414025,0.010000
-1.398210,11.089940,-74.258560,0.188552,-3.622964,10.589793,0.010000
-2.451660,8.159440,-76.461230,1.825863,-1.805623,9.432917,0.010000
1.187520,6.531380,-75.101320,3.213903,-0.168312,7.212905,0.010000
3.141190,13.426680,-73.396640,2.999785,1.085504,7.399327,0.010000
3.102890,3.390190,-73.549870,3.135073,0.526241,8.349543,0.010000
-3.332730,10.955870,-77.763670,4.141748,0.688161,7.185209,0.010000
-0.325610,6.761230,-73.760570,3.393933,1.007740,6.490656,0.010000
1.608900,11.492170,-74.162790,2.634399,1.367800,7.000918,0.010000
-1.340750,9.768340,-71.404670,2.146508,0.737163,7.689079,0.010000
-0.746990,13.043610,-73.645650,3.010437,1.684183,9.555422,0.010000
-2.106900,15.705960,-72.515580,4.333496,1.424259,11.400460,0.010000
-0.517150,11.760320,-70.197990,4.193946,1.017328,12.252671,0.010000
-3.447650,11.473010,-72.285740,4.442153,1.302818,11.237474,0.010000
-2.145200,12.698850,-76.039850,3.393933,3.063700,10.784737,0.010000
-6.818690,16.261420,-76.518680,3.508981,3.600594,9.979397,0.010000
-4.022260,12.775460,-79.200200,3.489806,4.903412,9.245430,0.010000
-3.294420,11.089940,-76.250530,3.687945,6.283995,9.169796,0.010000
-7.929600,10.189720,-73.607340,3.889280,5.258145,7.495201,0.010000
-6.665460,11.300630,-76.614460,3.183010,5.110074,4.937500,0.010000
-5.612010,9.902420,-77.648750,2.748382,3.827495,1.833320,0.010000
-4.501100,13.982140,-76.461230,0.621049,2.646117,0.800014,0.010000
-3.485960,11.224020,-77.342290,-0.654072,0.955542,-1.024784,0.010000
-4.884170,10.840950,-74.545870,-1.312406,-0.180030,-3.222425,0.010000
-3.275270,20.743360,-74.469250,-1.469000,-2.486327,-5.651228,0.010000
-7.125140,14.882360,-71.653670,-1.489240,-5.314604,-6.994526,0.010000
-5.343860,16.701950,-71.940970,-1.206945,-7.667773,-7.262973,0.010000
-4.481950,16.989260,-72.151660,-1.723598,-8.478439,-6.065616,0.010000
-6.339850,15.801730,-72.936960,-2.006958,-8.377239,-4.736166,0.010000
-6.205770,15.935810,-74.411790,-3.352387,-7.185209,-3.030677,0.010000
-22.084120,44.934380,-63.992220,-3.520699,-9.915482,4.781972,0.010000
-1.264140,4.654330,-88.949380,-6.572681,-4.874650,4.076767,0.010000
3.600880,-2.451660,-76.212230,-6.976417,-4.597681,3.497263,0.010000
-2.853890,-14.767440,-75.522700,-5.415804,-2.468218,2.001632,0.010000
-2.279280,-18.368310,-75.829150,-2.851713,-1.411475,-1.014132,0.010000
-5.209780,5.171480,-73.952100,-0.671117,-0.696683,-2.232794,0.010000
-4.481950,3.811570,-75.005550,-0.275903,-0.441019,-2.877279,0.010000
-0.919370,4.730940,-72.783730,0.429302,-1.302818,-4.249340,0.010000
1.647210,2.987960,-75.254550,0.910801,-1.954760,-5.943110,0.010000
1.608900,4.481950,-74.871480,1.529720,-2.360626,-7.535681,0.010000
1.398210,4.194640,-74.028720,1.646899,-3.034938,-8.328238,0.010000
2.106900,1.857900,-73.990410,1.298557,-3.103115,-8.447547,0.010000
3.064580,0.497990,-73.722260,1.243164,-2.664226,-7.847803,0.010000
1.130060,2.470820,-70.753450,1.250620,-2.662096,-7.816910,0.010000
2.260130,5.363010,-69.240310,1.324124,-2.804841,-7.741277,0.010000
1.206680,4.654330,-70.734300,0.981109,-3.387541,-9.244365,0.010000
2.681510,4.041410,-73.205110,0.702009,-3.738013,-10.334130,0.010000
1.015140,4.213800,-73.683950,1.006675,-3.913781,-11.158645,0.010000
2.240970,7.527370,-72.879500,0.501740,-5.725796,-13.076120,0.010000
11.836930,3.217810,-74.047870,-0.132093,-5.944176,-12.830045,0.010000
7.718910,7.565680,-70.581060,-0.960869,-5.916479,-12.083295,0.010000
6.608000,7.891290,-73.473260,-1.618137,-6.336193,-12.400743,0.010000
4.481950,5.612010,-76.710220,-1.815211,-5.976133,-13.048424,0.010000
0.823610,4.022260,-78.165890,-0.595483,-5.662946,-14.603710,0.010000
3.773260,5.248090,-76.269690,1.059938,-5.293299,-16.020512,0.010000
6.818690,4.635170,-75.063010,1.570200,-5.715144,-17.718544,0.010000
12.832920,0.900220,-73.894640,1.790709,-4.473045,-17.968880,0.010000
14.058750,3.198650,-71.538750,1.900432,-3.334278,-15.547534,0.010000
10.477030,1.972820,-76.442070,2.502306,-3.902064,-15.910789,0.010000
13.809760,1.972820,-76.844300,2.128398,-3.139334,-16.314526,0.010000
9.193730,4.941630,-75.082170,2.171009,-2.897519,-16.299610,0.010000
3.869030,6.129160,-77.361440,2.815494,-3.298059,-18.619757,0.010000
4.022260,7.872140,-72.975270,2.770753,-3.301255,-20.786505,0.010000
7.718910,9.864110,-70.044760,2.065548,-2.958239,-20.244286,0.010000
5.516240,5.573700,-77.169910,2.495914,-2.912433,-21.678131,0.010000
16.357190,2.049440,-73.779720,4.160923,-2.454369,-21.113541,0.010000
20.092140,-4.156330,-73.952100,5.300756,-0.028762,-18.797657,0.010000
18.751390,-3.294420,-79.276810,8.459265,0.745685,-17.759024,0.010000
13.637370,5.248090,-73.569030,9.405220,1.275122,-16.101471,0.010000
14.460980,5.937620,-71.864360,9.438243,1.818406,-14.003966,0.010000
2.355890,8.599970,-69.546770,7.767908,2.379801,-13.669473,0.010000
39.111680,2.164360,-62.747240,0.000000,0.000000,0.000000,0.010000
47.845730,-1.283290,-70.715140,0.000000,0.000000,0.000000,0.010000
53.687580,-0.210690,-69.604230,0.000000,0.000000,0.000000,0.010000
56.292470,1.608900,-57.058620,-0.606135,-12.459332,1.342233,0.010000
51.829680,0.517150,-51.312530,1.785383,-15.232216,2.271144,0.010000
51.753060,-5.018250,-55.200710,3.325756,-15.819177,2.186988,0.010000
55.966860,-15.016430,-59.989120,4.396346,-13.858025,1.871670,0.010000
58.188680,-5.841850,-53.649270,3.989415,-12.586100,0.727576,0.010000
55.583790,11.051630,-47.960650,3.645335,-13.093165,1.317732,0.010000
55.756170,0.076610,-56.560620,4.609399,-12.320848,0.918258,0.010000
52.021210,1.819590,-49.167330,3.986219,-12.319783,0.247141,0.010000
48.018110,0.555450,-49.971780,2.323342,-11.153318,-0.257794,0.010000
47.290270,-0.478840,-54.415420,0.488956,-8.167382,-1.399758,0.010000
58.686670,-2.030280,-50.776230,-0.482565,-6.298909,-1.765143,0.010000
65.160590,-5.305550,-47.213660,-1.065264,-6.894392,0.380299,0.010000
65.792660,-4.443640,-37.292090,1.236772,-8.232364,-1.378452,0.010000
66.654570,-5.822700,-45.987830,3.503655,-8.430503,-2.624812,0.010000
62.249240,-1.991980,-43.478700,6.646185,-8.782040,-1.764078,0.010000
55.239020,10.400410,-39.686290,9.308281,-12.746954,1.086570,0.010000
60.218960,-5.382170,-47.520110,10.154100,-12.821523,0.317449,0.010000
55.947700,-8.370130,-47.002970,9.358348,-14.549381,1.920672,0.010000
56.637230,6.512230,-42.099640,6.809170,-15.782958,5.207013,0.010000
61.004260,16.338030,-36.372710,7.310910,-14.634603,3.579288,0.010000
70.121380,0.268150,-34.419040,4.894890,-13.493705,1.661813,0.010000
69.795770,0.861910,-38.766910,2.756904,-12.751215,1.178182,0.010000
63.264390,16.146500,-38.632840,2.650378,-11.746671,2.291384,0.010000
65.524510,-2.853890,-42.444410,3.376888,-9.787649,-0.317449,0.010000
64.988210,0.095770,-30.147790,3.946805,-10.810304,-0.528371,0.010000
64.356140,-13.177690,-46.466670,3.828560,-13.014336,-0.715858,0.010000
58.303600,0.957680,-33.020830,1.834385,-11.779694,-2.995523,0.010000
67.516490,-1.934510,-38.709450,1.339037,-12.189821,-1.919606,0.010000
70.600220,8.829820,-32.714370,2.067678,-10.424678,-1.281513,0.010000
77.744510,21.528660,-40.778040,3.992611,-8.507202,1.153681,0.010000
75.139630,2.700660,-28.060040,4.491155,-6.260559,2.024002,0.010000
74.201100,-9.653420,-31.162930,5.214469,-4.287689,1.598962,0.010000
75.771700,0.344770,-28.979420,6.959373,-2.341451,0.460194,0.010000
73.894640,2.011130,-31.143780,9.176188,-1.536111,-0.779774,0.010000
71.462140,2.355890,-26.623520,10.523747,-1.892975,-1.516937,0.010000
63.973070,4.309560,-23.616410,7.843542,-4.486894,-1.818406,0.010000
59.280430,6.856990,-23.386560,7.992679,-7.661382,-0.455933,0.010000
60.544570,-5.018250,-32.024840,7.438742,-8.800149,0.085221,0.010000
64.624290,-0.172380,-34.361580,7.097857,-9.055813,0.493217,0.010000
65.179750,13.330920,-19.440920,6.516222,-10.170079,0.994957,0.010000
66.577960,8.638280,-26.795910,4.937500,-9.822803,2.576875,0.010000
69.259470,12.871230,-19.287690,4.842692,-9.420134,2.618420,0.010000
76.020690,0.593760,-18.751390,3.288471,-7.578291,2.014415,0.010000
70.925830,-5.554550,-18.789700,1.374191,-5.130313,1.523328,0.010000
66.807810,3.524260,-20.685900,0.295078,-2.300971,1.269795,0.010000
71.423830,2.509120,-25.876530,-0.250337,0.024501,1.563808,0.010000
65.352130,15.265430,-19.038690,0.736098,0.420779,0.766990,0.010000
66.424730,5.477930,-23.635560,2.225338,0.336624,1.134507,0.010000
72.017590,9.481040,-15.169660,3.906325,-1.610680,0.063916,0.010000
76.595300,3.447650,-14.920660,2.443717,-3.646400,0.758468,0.010000
77.189060,3.505110,-16.184800,1.797101,-4.042678,0.582700,0.010000
77.687060,1.168370,-18.502390,0.954477,-2.273274,-0.611462,0.010000
80.540950,0.574610,-22.850260,0.645550,-0.760599,-1.376322,0.010000
77.744510,3.256110,-25.972300,1.674596,0.656203,-1.959021,0.010000
76.614460,7.163450,-26.163840,3.105246,1.388040,-2.182727,0.010000
74.488400,9.270350,-23.233330,3.575027,0.389887,-1.965413,0.010000
72.573040,10.132260,-24.191010,4.157727,-1.226119,-0.988565,0.010000
59.816730,31.182080,-20.647600,3.708185,-2.465022,2.908172,0.010000
75.905770,9.921570,-17.448940,4.835235,-3.929760,0.169377,0.010000
78.568120,-9.538500,-27.562050,2.843191,-3.545200,1.102549,0.010000
76.078160,6.454770,-11.664550,1.957956,-3.714577,-0.057524,0.010000
73.396640,0.057460,-18.923770,0.566721,-3.947870,-0.348341,0.010000
72.783730,2.987960,-20.743360,0.436758,-3.678358,-0.393083,0.010000
71.021600,12.890380,-21.892580,1.171791,-3.067961,0.576308,0.010000
78.568120,-0.172380,-24.554930,2.447978,-1.830124,0.230097,0.010000
75.407780,5.382170,-21.509510,2.287123,-0.791491,0.448476,0.010000
74.469250,2.911350,-21.950040,2.017611,0.446346,0.555003,0.010000
74.679940,2.375050,-22.735340,2.116680,1.799232,0.412257,0.010000
75.637620,3.964800,-22.486340,2.811233,3.333212,0.300405,0.010000
78.434040,2.796430,-21.873430,2.643986,4.927913,0.426106,0.010000
77.744510,3.849880,-21.203050,2.451174,5.561746,0.478304,0.010000
75.446080,3.122040,-22.505500,2.156095,5.929262,0.567786,0.010000
74.890630,3.179500,-22.026660,1.971804,6.241385,0.514523,0.010000
75.005550,4.462790,-21.950040,1.854625,6.426740,0.559264,0.010000
73.952100,4.060570,-22.045810,1.640507,6.320214,0.480434,0.010000
73.818020,4.635170,-23.922860,1.595766,7.257647,0.600809,0.010000
76.001540,4.865020,-23.444020,1.332646,8.302670,1.125985,0.010000
74.392630,5.343860,-22.926880,0.921454,9.615077,1.736381,0.010000
62.096020,8.350980,-29.324180,-0.249272,13.200757,4.714860,0.010000
81.575240,-1.742980,-28.347350,0.107592,14.612232,3.730556,0.010000
72.343200,6.684610,-22.294810,-1.972870,15.281219,4.078897,0.010000
74.718250,6.627150,-24.899700,-2.612028,15.164039,3.053048,0.010000
70.695990,8.504200,-31.890770,-1.871670,15.137407,2.462891,0.010000
70.925830,8.236050,-32.790990,-1.041829,15.523033,2.438390,0.010000
71.155680,6.971920,-29.994560,-0.689226,15.512381,1.729989,0.010000
65.581970,7.469910,-32.254680,-1.367800,13.633254,0.076699,0.010000
63.953910,8.944740,-34.055130,-1.381648,12.642558,0.305731,0.010000
63.743230,8.963890,-37.253780,-0.841559,11.161840,0.543285,0.010000
61.655480,9.136270,-35.606570,-0.117179,9.876066,1.138768,0.010000
60.927650,7.201760,-34.629730,0.177899,8.066182,1.248490,0.010000
62.938770,5.841850,-36.449330,0.321710,6.832606,1.220793,0.010000
63.858150,4.999090,-39.092530,0.229032,6.998787,1.327320,0.010000
62.191780,4.750100,-39.513900,-0.370712,7.253386,0.992826,0.010000
58.610060,5.228940,-38.039080,-0.990696,6.401174,0.015979,0.010000
58.552600,6.301540,-43.114780,-0.385626,6.117814,-0.381365,0.010000
59.069740,6.435610,-43.133940,-0.125701,6.573747,-0.390952,0.010000
60.985110,6.856990,-41.908110,-0.338754,6.383064,-0.106526,0.010000
59.242130,7.431600,-42.923250,-0.422910,5.577724,0.572047,0.010000
58.265290,6.933610,-44.647070,-0.343015,5.161206,1.292166,0.010000
58.552600,5.305550,-45.394070,-0.330232,5.628857,1.880192,0.010000
60.199810,4.941630,-46.773120,-0.345146,6.056028,1.898301,0.010000
60.353030,4.884170,-45.911210,-0.801079,6.151902,1.600027,0.010000
60.314730,6.167460,-48.650180,-1.707619,6.946589,1.094027,0.010000
60.927650,3.485960,-48.420330,-2.826147,8.659534,0.962999,0.010000
62.823850,1.455670,-47.386040,-3.535613,9.655557,1.040763,0.010000
64.068840,-3.600880,-47.175350,-3.680489,8.628642,-1.333711,0.010000
55.085790,5.420470,-46.562440,-5.620335,8.069378,0.725445,0.010000
56.484000,5.248090,-50.393160,-4.163054,7.608119,-0.265251,0.010000
51.484910,5.094860,-48.899170,-3.748666,5.661880,0.001065,0.010000
56.177550,5.516240,-52.940590,-1.383778,4.807539,-1.196292,0.010000
52.270210,1.474830,-57.863070,-0.302535,5.886651,0.384560,0.010000
57.537460,-1.264140,-51.140150,0.446346,8.246212,1.076982,0.010000
63.341000,-2.355890,-54.702720,-0.583765,12.198343,1.613876,0.010000
55.047490,-0.229840,-40.050210,-1.094027,11.363175,0.322775,0.010000
59.203820,-3.983950,-50.833690,-0.512392,10.802847,-1.009871,0.010000
48.018110,4.022260,-45.451530,-0.259925,10.022008,-2.000566,0.010000
47.577580,2.968810,-52.480900,0.766990,8.538095,-3.298059,0.010000
52.729900,9.883260,-62.919620,0.616788,10.350109,-1.102549,0.010000
44.838610,9.864110,-53.553500,1.171791,9.269931,0.044741,0.010000
49.531250,4.960790,-57.116080,1.688444,9.103750,-0.014914,0.010000
52.902280,-3.620030,-61.004260,4.317517,12.004465,0.049002,0.010000
48.037260,3.275270,-57.365070,2.414954,10.426808,0.197074,0.010000
46.639050,7.144300,-22.926880,8.188687,7.323693,-0.754207,0.010000
47.520110,-3.466800,-65.505360,5.943110,8.191883,-0.011718,0.010000
43.382930,2.106900,-55.660400,6.531136,8.700014,0.491087,0.010000
42.348640,5.631160,-56.330780,5.569202,6.097574,0.064981,0.010000
41.754880,4.060570,-60.046580,4.494350,5.547897,0.385626,0.010000
41.735730,9.174580,-64.241220,3.709251,6.729275,1.313471,0.010000
41.582500,6.550540,-61.004260,3.383280,6.441654,1.988849,0.010000
42.157100,3.466800,-61.885330,3.287406,6.781473,2.325472,0.010000
42.444410,3.236960,-60.161500,2.782471,7.523962,2.303102,0.010000
41.371810,4.290410,-60.391340,1.908954,7.760451,2.099636,0.010000
42.310330,3.466800,-62.134320,1.780057,8.521050,1.488174,0.010000
42.865790,4.309560,-65.447900,2.153965,9.078183,1.103614,0.010000
41.735730,5.650320,-64.509370,2.585397,9.752496,0.939563,0.010000
37.905000,7.393290,-62.498240,2.614159,9.159143,0.774447,0.010000
36.334400,6.282390,-60.736110,2.901780,8.336760,0.422910,0.010000
38.479610,4.807560,-65.830970,2.729208,8.310128,0.376038,0.010000
35.740640,3.754110,-64.241220,2.336125,7.901066,0.139550,0.010000
34.035970,5.324700,-62.287550,2.014415,6.598248,0.201335,0.010000
34.782960,5.324700,-65.486210,2.479936,5.424326,0.406931,0.010000
33.327290,6.071700,-66.348110,2.663161,5.453089,0.764860,0.010000
30.952240,6.263230,-65.639430,3.090332,5.537244,0.744620,0.010000
32.235530,5.937620,-65.390430,3.040265,5.919674,0.607201,0.010000
36.181180,3.390190,-73.645650,2.327603,6.983873,0.470847,0.010000
33.537980,5.363010,-67.554790,2.085788,7.827563,0.232228,0.010000
33.710360,5.171480,-69.029620,1.768339,9.546900,0.265251,0.010000
33.748670,5.018250,-69.278620,1.319863,10.820956,0.250337,0.010000
32.982520,6.071700,-69.546770,1.348625,11.676363,0.555003,0.010000
31.201240,8.350980,-72.707120,1.415736,13.614079,1.344364,0.010000
25.072080,6.933610,-65.524510,1.195227,13.349894,0.790426,0.010000
21.413740,6.856990,-67.133420,0.742489,12.312326,0.305731,0.010000
20.896590,11.530480,-69.929840,0.428236,11.669971,0.194943,0.010000
22.352270,7.029380,-69.585080,1.490305,12.169580,0.453803,0.010000
23.788790,3.754110,-68.876400,1.629855,12.635101,0.335558,0.010000
23.539790,5.477930,-73.185960,1.638377,12.768259,0.335558,0.010000
22.352270,1.800440,-73.664790,2.085788,13.793044,0.264186,0.010000
23.137570,2.279280,-75.963230,1.966478,15.031946,0.495348,0.010000
27.696130,7.240070,-76.461230,2.211489,14.839133,0.635963,0.010000
22.907720,8.485050,-76.250530,3.087136,16.827982,0.599744,0.010000
17.391480,11.473010,-71.711130,1.979261,18.776350,0.740359,0.010000
5.171480,9.634270,-58.418520,-0.269512,14.671887,-0.640224,0.010000
2.719810,8.772360,-60.525420,-1.291101,11.084076,-1.511610,0.010000
5.458780,5.841850,-69.987300,-1.148355,11.191669,-0.672182,0.010000
4.673480,6.033390,-70.140530,-1.058873,10.116817,-0.033023,0.010000
5.190630,8.925580,-69.738300,-0.924650,8.082161,0.539024,0.010000
7.316680,7.489060,-73.837180,-0.110788,7.009440,0.814927,0.010000
6.818690,8.772360,-74.296870,1.112136,9.519203,1.424259,0.010000
6.167460,4.673480,-74.909780,0.940628,12.426310,1.891910,0.010000
4.596870,4.539410,-70.523610,-0.319579,11.027617,1.419997,0.010000
0.459690,1.379060,-69.451000,-0.150202,8.821455,0.818123,0.010000
-1.742980,4.999090,-68.474170,0.806405,6.625945,0.541154,0.010000
-2.298430,2.509120,-67.918720,2.045308,3.768906,0.877778,0.010000
-1.742980,2.700660,-70.083070,1.423193,1.725728,1.350755,0.010000
1.149220,3.869030,-75.024700,0.931041,0.678573,1.363539,0.010000
4.309560,4.711790,-74.335170,0.420779,-0.062851,0.758468,0.010000
3.198650,3.945640,-75.005550,0.128897,-0.658333,0.034088,0.010000
5.841850,4.826710,-76.173920,0.133158,-0.854342,-0.526241,0.010000
3.294420,4.865020,-74.277710,1.045024,0.692422,-0.751011,0.010000
1.551440,3.830720,-74.220250,1.365669,1.949434,-0.541154,0.010000
0.268150,4.156330,-72.783730,1.549960,1.706554,-0.606135,0.010000
-1.953670,4.730940,-73.607340,2.045308,1.623463,-0.526241,0.010000
-0.421380,4.616020,-75.944080,2.310559,2.224272,-0.625310,0.010000
0.919370,4.347870,-77.361440,2.370213,2.443717,-0.530502,0.010000
2.087740,4.118030,-76.020690,2.370213,2.096440,-0.284426,0.010000
0.363920,3.620030,-76.978370,2.282862,2.210424,-0.104396,0.010000
0.210690,3.620030,-76.116460,2.114550,3.430151,0.459129,0.010000
0.766140,4.788400,-75.101320,1.643703,3.793407,0.777643,0.010000
0.344770,5.056550,-77.744510,2.726012,3.441869,0.683900,0.010000
0.746990,5.918470,-74.067020,3.120160,3.722034,0.576308,0.010000
-0.363920,5.171480,-76.020690,2.961435,5.126052,0.642354,0.010000
-2.317590,5.228940,-73.339190,3.345996,6.318083,0.796818,0.010000
-2.585740,3.696650,-74.124480,3.449326,6.764429,0.862864,0.010000
-3.466800,4.003110,-75.350320,3.308711,7.308779,0.836233,0.010000
-2.432510,5.267240,-76.384610,2.346777,8.117315,0.850081,0.010000
-3.581730,3.964800,-76.480380,2.059156,7.920241,0.654072,0.010000
-4.462790,5.726930,-77.936050,1.832255,7.905327,0.187487,0.010000
-5.382170,6.991070,-80.579250,2.013350,9.721603,0.147006,0.010000
-5.382170,6.339850,-79.142730,1.523328,11.486747,0.021305,0.010000
-8.331820,2.355890,-77.438060,1.478587,14.318219,-0.052198,0.010000
-10.036490,2.873040,-75.561000,1.066330,19.125757,-0.057524,0.010000
-9.366120,4.654330,-74.737400,1.012001,20.056799,0.074569,0.010000
-12.967000,7.029380,-72.419820,0.746750,17.408552,-0.425041,0.010000
-14.288600,7.182610,-72.324040,1.511610,15.740347,-1.034372,0.010000
-15.476120,5.726930,-75.426930,2.229599,15.110776,-1.225054,0.010000
-16.510410,5.554550,-75.771700,1.902562,14.454573,-0.993892,0.010000
-19.134460,7.967900,-75.216240,1.797101,14.660169,-0.572047,0.010000
-20.877440,5.190630,-75.177930,0.813862,17.290306,-0.619984,0.010000
-21.662740,5.382170,-73.358340,0.735032,18.867964,-0.788296,0.010000
-24.746470,4.673480,-71.577060,0.344080,18.887138,-0.882039,0.010000
-27.217290,1.857900,-70.791760,-0.189617,18.661303,-1.287905,0.010000
-29.534870,2.566580,-69.144550,-0.396278,19.443207,-1.663943,0.010000
-31.641770,5.612010,-69.297780,-0.009587,19.041601,-1.979261,0.010000
-30.933090,5.382170,-66.692890,-0.314253,18.228806,-1.675661,0.010000
-34.380740,5.305550,-65.773510,0.738228,17.671671,-1.712945,0.010000
-34.821270,3.888180,-69.757460,-0.038350,17.070862,-1.021589,0.010000
-34.304120,5.765240,-67.439870,0.156594,19.583820,-0.597613,0.010000
-34.917040,7.527370,-61.904480,-0.630637,20.563864,0.110788,0.010000
-39.801210,3.505110,-62.747240,0.044741,17.962488,0.337689,0.010000
-40.701430,2.930500,-65.486210,0.406931,18.495121,-0.109722,0.010000
-41.046190,3.007120,-61.234100,1.234641,19.121496,-0.451672,0.010000
-45.087600,2.873040,-59.452820,3.047722,17.458618,-0.789361,0.010000
-45.221680,5.918470,-59.606040,3.392867,17.958227,-1.193096,0.010000
-48.592720,4.769250,-57.250150,2.663161,16.627712,-0.831972,0.010000
-49.799400,2.413360,-60.238110,2.770753,15.762718,-0.745685,0.010000
-47.117890,4.137180,-58.341910,3.126551,17.581123,-0.720119,0.010000
-50.316540,3.983950,-64.777520,3.647465,21.761221,-1.026915,0.010000
-51.082690,4.845860,-52.002060,3.834952,21.988123,-0.732902,0.010000
-53.994040,6.071700,-49.588710,2.816559,18.977686,-0.077764,0.010000
-53.400280,6.722920,-55.660400,3.269297,19.414444,-0.202400,0.010000
-57.499150,6.186620,-51.733910,3.412042,17.720675,-0.092678,0.010000
-59.682660,5.114010,-55.468860,4.450675,17.694042,-0.470847,0.010000
-60.104040,4.845860,-48.439490,5.444567,16.899355,-0.597613,0.010000
-60.889340,4.750100,-47.366890,6.319149,15.302524,-0.372843,0.010000
-60.391340,5.784390,-45.240840,6.455503,14.683605,-0.137419,0.010000
-62.096020,7.220910,-41.735730,5.234709,14.134994,0.177899,0.010000
-62.689780,7.201760,-39.954440,3.540939,13.455355,0.704140,0.010000
-63.130310,6.301540,-41.276040,2.865561,12.436962,0.886300,0.010000
-63.092000,5.746080,-45.968670,2.907107,14.337394,0.485761,0.010000
-64.700900,7.891290,-37.809230,2.796319,14.374679,0.507066,0.010000
-68.474170,8.657430,-39.513900,2.412824,13.378656,0.578439,0.010000
-67.133420,8.963890,-40.145970,2.687662,14.638864,0.506001,0.010000
-65.505360,6.359000,-33.710360,3.115898,16.177105,-0.034088,0.010000
-70.695990,8.082820,-31.546000,1.972870,13.336045,0.905475,0.010000
-68.033640,9.327810,-32.197220,0.576308,11.948006,1.467934,0.010000
-69.297780,7.297530,-33.633750,0.085221,12.455071,1.888714,0.010000
-66.156580,2.451660,-23.233330,0.812797,11.950136,1.058873,0.010000
-76.518680,5.861010,-31.335310,0.301470,9.970875,1.678857,0.010000
-69.489310,9.768340,-29.688100,-0.490022,10.177536,2.009089,0.010000
-73.051880,4.999090,-27.044900,-0.151268,10.323478,2.001632,0.010000
-72.228280,5.631160,-26.010610,0.190682,10.381001,1.817341,0.010000
-69.585080,4.788400,-24.344240,0.598679,10.191384,1.726794,0.010000
-76.863450,3.715800,-19.077000,1.385909,10.074205,2.163552,0.010000
-73.300880,6.071700,-25.072080,0.025566,9.735452,2.621616,0.010000
-74.162790,3.600880,-21.164740,-0.318514,9.433982,2.738795,0.010000
