ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,mx_ut,my_ut,mz_ut,dt_s
1.019930,-0.205900,-9.126700,0.347276,-0.057524,-0.421845,37.875000,108.418000,-161.969000,0.010000
1.039080,-0.019150,-8.973470,0.316384,-0.012783,-0.390952,37.875000,108.418000,-161.969000,0.010000
1.015140,0.014370,-9.236830,0.257794,0.001065,-0.350472,37.875000,108.418000,-161.969000,0.010000
0.785300,-0.095770,-8.892070,0.269512,-0.095874,-0.285491,37.875000,108.418000,-161.969000,0.010000
0.818820,-0.014370,-8.628700,0.364320,-0.211988,-0.240750,37.875000,108.418000,-161.969000,0.010000
0.948100,0.100560,-9.246410,0.220510,-0.162985,-0.152333,37.875000,108.418000,-161.969000,0.010000
0.952890,0.162810,-9.270350,0.176834,-0.173638,-0.079895,37.875000,108.418000,-161.969000,0.010000
0.967260,0.239420,-9.294290,0.154463,-0.196009,0.003196,37.875000,107.227000,-161.969000,0.010000
0.981620,0.229840,-9.370910,0.185356,-0.205596,0.057524,37.875000,107.227000,-161.969000,0.010000
0.943320,0.148440,-9.667790,0.242880,-0.210922,0.108657,37.875000,107.227000,-161.969000,0.010000
1.096540,-0.124500,-9.691730,0.231162,-0.133158,0.153398,37.875000,107.227000,-161.969000,0.010000
1.436520,-0.282520,-9.418790,0.155529,-0.077764,0.208792,37.875000,107.227000,-161.969000,0.010000
1.350330,-0.411800,-9.404420,0.070307,-0.053263,0.281230,37.875000,107.227000,-161.969000,0.010000
1.345540,-0.229840,-8.810660,-0.007457,-0.044741,0.369647,37.875000,107.227000,-161.969000,0.010000
1.297660,0.023940,-9.016560,-0.002131,-0.037284,0.445281,37.875000,107.227000,-161.969000,0.010000
1.096540,0.301670,-8.695740,-0.024501,-0.042611,0.556068,37.875000,107.227000,-161.969000,0.010000
2.121260,0.948100,-7.623140,-0.352603,-0.327036,1.015197,37.875000,107.227000,-161.969000,0.010000
1.187520,0.718260,-9.940730,-0.330232,-0.123571,1.088700,37.875000,107.227000,-161.969000,0.010000
0.809240,0.751780,-10.678140,-0.102265,-0.161920,1.248490,37.875000,107.227000,-161.969000,0.010000
1.115700,0.158020,-11.085150,0.141680,-0.058590,1.342233,37.875000,107.227000,-161.969000,0.010000
0.684740,1.709460,-7.603980,0.521980,-0.448476,1.608549,39.059000,104.844000,-164.250000,0.010000
1.273720,0.804450,-9.950300,0.448476,-0.270577,1.782187,39.059000,104.844000,-164.250000,0.010000
0.665590,1.039080,-12.445060,-0.588026,0.956607,1.829059,39.059000,104.844000,-164.250000,0.010000
1.182740,0.928950,-6.584050,0.354733,-0.613592,2.243447,39.059000,104.844000,-164.250000,0.010000
2.121260,0.287300,-7.948750,0.167247,-0.491087,2.407498,39.059000,104.844000,-164.250000,0.010000
1.929730,0.320820,-8.743620,0.299339,-0.475108,2.500176,39.059000,104.844000,-164.250000,0.010000
2.135630,-0.162810,-9.074020,0.413323,-0.520914,2.650378,39.059000,104.844000,-164.250000,0.010000
2.097320,-0.531510,-9.303870,0.608266,-0.573112,2.752643,39.059000,104.844000,-164.250000,0.010000
2.212240,-0.344770,-9.864110,0.631702,-0.407996,2.744121,39.059000,104.844000,-164.250000,0.010000
1.953670,-0.397440,-9.883260,0.643420,-0.266316,2.745186,39.059000,104.844000,-164.250000,0.010000
1.632850,-0.225050,-8.748410,0.648746,-0.266316,2.659965,39.059000,104.844000,-164.250000,0.010000
0.948100,0.866700,-7.264010,0.593352,-0.324906,2.514024,39.059000,104.844000,-164.250000,0.010000
1.455670,0.981620,-7.987060,0.283360,-0.389887,2.490588,40.242000,110.801000,-160.828000,0.010000
1.747770,0.608130,-9.035720,-0.063916,-0.396278,2.525742,40.242000,110.801000,-160.828000,0.010000
1.968030,0.234630,-8.968680,-0.264186,-0.411192,2.498045,40.242000,110.801000,-160.828000,0.010000
2.173940,0.191540,-9.188950,-0.182160,-0.292948,2.444782,40.242000,110.801000,-160.828000,0.010000
2.341530,0.196320,-9.586380,-0.091613,-0.199204,2.451174,40.242000,110.801000,-160.828000,0.010000
2.212240,-0.268150,-9.964670,0.015979,-0.131028,2.373409,40.242000,110.801000,-160.828000,0.010000
2.217030,0.177170,-9.504980,0.046872,-0.104396,2.346777,40.242000,110.801000,-160.828000,0.010000
1.896210,0.325610,-8.681380,0.127832,-0.224771,2.308428,40.242000,110.801000,-160.828000,0.010000
1.383850,1.206680,-8.034940,0.105461,-0.434628,2.332929,40.242000,110.801000,-160.828000,0.010000
1.565810,1.388640,-8.427590,-0.109722,-0.610397,2.489523,40.242000,110.801000,-160.828000,0.010000
1.709460,1.584960,-8.868120,-0.330232,-0.662594,2.588593,40.242000,110.801000,-160.828000,0.010000
1.446100,1.417370,-9.289500,-0.354733,-0.715858,2.765426,40.242000,110.801000,-160.828000,0.010000
1.929730,1.082180,-9.294290,-0.364320,-0.741424,2.883671,40.242000,110.801000,-160.828000,0.010000
2.691080,0.991200,-9.155430,-0.285491,-0.844755,2.988067,43.793000,111.992000,-161.969000,0.010000
2.523490,0.536300,-9.208100,-0.189617,-0.802144,3.061570,43.793000,111.992000,-161.969000,0.010000
2.489970,-0.493210,-9.002200,-0.307861,-0.499609,2.813363,43.793000,111.992000,-161.969000,0.010000
2.308010,0.383070,-7.891290,-0.387756,-0.462325,2.650378,43.793000,111.992000,-161.969000,0.010000
2.006340,0.445320,-7.603980,-0.445281,-0.619984,2.518285,43.793000,111.992000,-161.969000,0.010000
1.723830,0.521940,-8.585610,-0.490022,-0.654072,2.380866,43.793000,111.992000,-161.969000,0.010000
1.738190,0.804450,-9.188950,-0.456998,-0.657268,2.384062,43.793000,111.992000,-161.969000,0.010000
1.872270,0.948100,-9.169790,-0.377104,-0.720119,2.469283,43.793000,111.992000,-161.969000,0.010000
1.948880,0.967260,-9.030930,-0.401605,-0.820254,2.569418,43.793000,111.992000,-161.969000,0.010000
2.126050,0.938530,-8.920800,-0.459129,-0.855407,2.614159,43.793000,111.992000,-161.969000,0.010000
2.346320,0.995990,-8.422800,-0.471912,-0.837298,2.692988,43.793000,111.992000,-161.969000,0.010000
2.317590,0.905010,-8.269570,-0.407996,-0.885235,2.814429,43.793000,111.992000,-161.969000,0.010000
2.217030,0.459690,-8.935160,-0.430367,-0.803209,2.796319,43.793000,111.992000,-161.969000,0.010000
2.523490,0.497990,-8.729260,-0.435693,-0.787230,2.750513,50.895000,111.992000,-166.531000,0.010000
2.949660,0.277730,-8.671800,-0.456998,-0.743555,2.628007,50.895000,111.992000,-166.531000,0.010000
3.280060,0.407010,-9.035720,-0.374973,-0.584830,2.433064,50.895000,111.992000,-166.531000,0.010000
3.509900,0.244210,-9.117120,-0.284426,-0.471912,2.231729,50.895000,111.992000,-166.531000,0.010000
3.327940,0.387860,-9.212890,-0.287621,-0.444215,2.087918,50.895000,111.992000,-166.531000,0.010000
3.016690,0.569820,-9.624690,-0.287621,-0.334493,2.011219,50.895000,111.992000,-166.531000,0.010000
2.226610,1.450890,-8.834600,-0.160855,-0.376038,2.185923,50.895000,111.992000,-166.531000,0.010000
2.121260,1.297660,-8.619130,0.004261,-0.436758,2.372344,50.895000,111.992000,-166.531000,0.010000
2.418140,1.321600,-8.896850,0.060720,-0.483630,2.626942,50.895000,111.992000,-166.531000,0.010000
2.896980,0.603340,-9.174580,0.035154,-0.351537,2.594984,50.895000,111.992000,-166.531000,0.010000
3.351880,0.622490,-8.834600,0.051133,-0.303600,2.469283,50.895000,111.992000,-166.531000,0.010000
3.553000,0.699110,-8.714890,0.122505,-0.466586,2.325472,50.895000,111.992000,-166.531000,0.010000
3.576940,0.991200,-8.556880,0.053263,-0.647681,2.119876,50.895000,111.992000,-166.531000,0.010000
3.562570,2.576160,-8.164230,0.015979,-0.753142,2.211489,57.996000,113.184000,-169.953000,0.010000
3.576940,1.628060,-8.896850,-0.137419,-0.670051,2.325472,57.996000,113.184000,-169.953000,0.010000
3.308790,1.752560,-8.968680,-0.297209,-0.514523,2.393649,57.996000,113.184000,-169.953000,0.010000
2.858680,1.757340,-8.939950,-0.318514,-0.393083,2.505502,57.996000,113.184000,-169.953000,0.010000
2.767700,1.230620,-9.227250,-0.305731,-0.389887,2.661031,57.996000,113.184000,-169.953000,0.010000
2.853890,0.732630,-9.342180,-0.221575,-0.333428,2.640790,57.996000,113.184000,-169.953000,0.010000
2.279280,1.944090,-8.992620,-0.307861,-0.247141,2.883671,57.996000,113.184000,-169.953000,0.010000
2.576160,1.048660,-8.097190,-0.217314,-0.189617,3.054113,57.996000,113.184000,-169.953000,0.010000
2.911350,2.226610,-8.178590,-0.264186,-0.092678,3.158509,57.996000,113.184000,-169.953000,0.010000
3.476380,1.072600,-7.872140,-0.193878,-0.066046,2.924151,57.996000,113.184000,-169.953000,0.010000
3.514690,2.135630,-8.006210,-0.366451,-0.128897,2.849582,57.996000,113.184000,-169.953000,0.010000
3.586510,1.221040,-8.269570,-0.351537,-0.292948,2.642921,57.996000,113.184000,-169.953000,0.010000
3.141190,1.623270,-8.523360,-0.383495,-0.392017,2.602441,57.996000,113.184000,-169.953000,0.010000
2.873040,1.498770,-8.954310,-0.427171,-0.504935,2.603506,57.996000,113.184000,-169.953000,0.010000
2.944870,1.364690,-8.796300,-0.455933,-0.611462,2.608833,57.996000,113.184000,-169.953000,0.010000
3.021480,1.747770,-9.002200,-0.483630,-0.662594,2.685532,57.996000,113.184000,-169.953000,0.010000
2.834730,2.001550,-8.973470,-0.504935,-0.721184,2.754774,57.996000,113.184000,-169.953000,0.010000
4.209010,1.647210,-9.050080,-0.551807,-0.606135,2.736664,57.996000,113.184000,-169.953000,0.010000
2.097320,4.151550,-8.542510,-0.671117,-0.591222,3.011503,57.996000,113.184000,-169.953000,0.010000
4.697420,0.225050,-9.045290,-0.706270,-0.562460,2.712163,57.996000,113.184000,-169.953000,0.010000
2.628830,3.117250,-8.887280,-0.883104,-0.398409,2.784601,57.996000,113.184000,-169.953000,0.010000
1.790860,3.026270,-8.413230,-0.825580,-0.174703,2.838930,57.996000,113.184000,-169.953000,0.010000
1.383850,2.681510,-7.929600,-0.747816,-0.230097,2.662096,57.996000,113.184000,-169.953000,0.010000
1.766920,2.418140,-8.868120,-0.599744,-0.378169,2.557700,57.996000,113.184000,-169.953000,0.010000
2.844310,2.068590,-8.676590,-0.573112,-0.354733,2.539590,57.996000,113.184000,-169.953000,0.010000
3.404550,1.206680,-9.212890,-0.379234,-0.223706,2.539590,72.199000,106.035000,-168.812000,0.010000
2.691080,2.346320,-9.725250,-0.289752,-0.193878,2.505502,72.199000,106.035000,-168.812000,0.010000
3.098100,2.748540,-8.556880,-0.223706,-0.201335,2.396845,72.199000,106.035000,-168.812000,0.010000
3.179500,1.944090,-8.269570,-0.257794,-0.368582,2.280731,72.199000,106.035000,-168.812000,0.010000
2.695870,1.723830,-8.422800,-0.316384,-0.544350,2.291384,72.199000,106.035000,-168.812000,0.010000
2.470820,1.833960,-8.322240,-0.302535,-0.586961,2.288188,72.199000,106.035000,-168.812000,0.010000
2.279280,1.675940,-8.585610,-0.427171,-0.469782,2.178466,72.199000,106.035000,-168.812000,0.010000
2.786850,1.771710,-8.307880,-0.567786,-0.386691,2.095375,72.199000,106.035000,-168.812000,0.010000
2.695870,2.082960,-8.173800,-0.707336,-0.398409,2.032525,72.199000,106.035000,-168.812000,0.010000
2.738970,1.896210,-8.595180,-0.616788,-0.453803,1.990979,72.199000,106.035000,-168.812000,0.010000
3.007120,1.374270,-9.193730,-0.618919,-0.304666,1.897236,72.199000,106.035000,-168.812000,0.010000
2.724600,1.872270,-9.854530,-0.461259,0.007457,1.841842,72.199000,106.035000,-168.812000,0.010000
2.379840,1.853110,-9.840170,-0.177899,0.414388,1.688444,72.199000,106.035000,-168.812000,0.010000
2.782060,2.092530,-9.318230,-0.117179,0.655138,1.591505,75.750000,98.887000,-167.672000,0.010000
2.418140,1.690310,-8.331820,-0.037284,0.633832,1.453021,75.750000,98.887000,-167.672000,0.010000
2.169150,1.388640,-8.628700,0.021305,0.553937,1.316667,75.750000,98.887000,-167.672000,0.010000
1.924940,1.580170,-8.815450,0.101200,0.726510,1.219728,75.750000,98.887000,-167.672000,0.010000
2.006340,1.508350,-8.690950,0.126766,0.876713,1.177117,75.750000,98.887000,-167.672000,0.010000
1.623270,1.613690,-8.341400,0.158724,0.815993,1.170726,75.750000,98.887000,-167.672000,0.010000
1.862690,1.843540,-8.470690,0.216249,0.751011,1.196292,75.750000,98.887000,-167.672000,0.010000
1.929730,2.269700,-8.695740,0.109722,0.697748,1.299623,75.750000,98.887000,-167.672000,0.010000
2.269700,2.063800,-8.762780,0.015979,0.543285,1.342233,75.750000,98.887000,-167.672000,0.010000
2.226610,2.188300,-9.093180,0.036219,0.465521,1.410410,75.750000,98.887000,-167.672000,0.010000
2.173940,2.116470,-9.275140,0.008522,0.478304,1.422128,75.750000,98.887000,-167.672000,0.010000
2.475600,1.987190,-8.954310,-0.078830,0.466586,1.455151,75.750000,98.887000,-167.672000,0.010000
1.426940,2.193090,-8.374920,0.026632,0.350472,1.406149,75.750000,98.887000,-167.672000,0.010000
1.206680,1.996760,-8.690950,0.121440,0.275903,1.328385,78.117000,100.078000,-168.812000,0.010000
1.470040,1.877050,-9.150640,0.165116,0.451672,1.332646,78.117000,100.078000,-168.812000,0.010000
1.058240,2.063800,-8.877700,0.199204,0.514523,1.288970,78.117000,100.078000,-168.812000,0.010000
1.470040,1.982400,-9.294290,0.178964,0.565655,1.205879,78.117000,100.078000,-168.812000,0.010000
1.297660,1.944090,-9.940730,0.139550,0.828776,1.172856,78.117000,100.078000,-168.812000,0.010000
1.331180,2.274490,-9.696520,0.180030,0.926780,1.050351,78.117000,100.078000,-168.812000,0.010000
1.321600,2.039860,-9.404420,0.109722,1.031176,1.006675,78.117000,100.078000,-168.812000,0.010000
1.039080,2.485180,-8.757990,0.066046,1.063134,1.014132,78.117000,100.078000,-168.812000,0.010000
0.837970,2.829950,-7.943960,0.152333,0.715858,1.025850,78.117000,100.078000,-168.812000,0.010000
0.292090,2.044650,-7.436390,0.064981,0.210922,1.094027,78.117000,100.078000,-168.812000,0.010000
0.464480,2.279280,-8.346190,0.120375,-0.083091,1.108940,78.117000,100.078000,-168.812000,0.010000
0.569820,2.293650,-9.069240,0.201335,-0.200270,1.145159,78.117000,100.078000,-168.812000,0.010000
0.095770,2.528280,-9.255980,0.219444,-0.333428,1.058873,78.117000,100.078000,-168.812000,0.010000
0.804450,2.518700,-9.830590,0.168312,-0.222640,0.993892,79.301000,101.270000,-167.672000,0.010000
0.306460,2.279280,-9.552870,0.200270,-0.121440,0.988565,79.301000,101.270000,-167.672000,0.010000
0.023940,2.226610,-9.840170,0.151268,0.008522,0.815993,79.301000,101.270000,-167.672000,0.010000
0.143650,2.106900,-9.409210,-0.037284,0.170442,0.688161,79.301000,101.270000,-167.672000,0.010000
0.167590,2.317590,-8.858550,-0.085221,0.215183,0.638093,79.301000,101.270000,-167.672000,0.010000
0.134080,2.432510,-8.212110,-0.004261,0.153398,0.654072,79.301000,101.270000,-167.672000,0.010000
0.277730,2.624050,-7.254430,-0.046872,-0.281230,0.661529,79.301000,101.270000,-167.672000,0.010000
-0.023940,1.944090,-8.068460,-0.140615,-0.481500,0.764860,79.301000,101.270000,-167.672000,0.010000
0.339980,2.183510,-9.107540,0.027697,-0.561394,0.742489,79.301000,101.270000,-167.672000,0.010000
0.651220,2.298430,-9.715670,0.037284,-0.435693,0.766990,79.301000,101.270000,-167.672000,0.010000
0.780510,2.097320,-9.878480,0.031958,-0.278034,0.795753,79.301000,101.270000,-167.672000,0.010000
0.742200,2.092530,-9.586380,0.062851,-0.053263,0.795753,79.301000,101.270000,-167.672000,0.010000
1.110910,2.260130,-9.663000,0.024501,0.142745,0.778708,78.117000,97.695000,-166.531000,0.010000
0.387860,1.666360,-9.141060,0.043676,0.263120,0.823449,78.117000,97.695000,-166.531000,0.010000
0.407010,2.193090,-9.016560,0.060720,0.381365,0.810666,78.117000,97.695000,-166.531000,0.010000
0.191540,1.886630,-8.662220,0.080960,0.374973,0.838363,78.117000,97.695000,-166.531000,0.010000
0.296880,2.059010,-7.738060,0.064981,0.210922,0.870321,78.117000,97.695000,-166.531000,0.010000
0.550670,1.623270,-8.389280,0.018109,0.140615,0.864995,78.117000,97.695000,-166.531000,0.010000
0.478840,2.059010,-9.184160,0.039415,0.007457,0.795753,78.117000,97.695000,-166.531000,0.010000
0.416590,2.197880,-9.648630,0.176834,-0.235423,0.730771,78.117000,97.695000,-166.531000,0.010000
0.435740,1.867480,-9.471460,0.216249,-0.280165,0.625310,78.117000,97.695000,-166.531000,0.010000
0.521940,1.786070,-9.648630,0.173638,-0.336624,0.495348,78.117000,97.695000,-166.531000,0.010000
0.718260,1.881840,-9.629480,0.100135,-0.315318,0.396278,78.117000,97.695000,-166.531000,0.010000
0.708680,1.958460,-9.624690,-0.012783,-0.235423,0.366451,78.117000,97.695000,-166.531000,0.010000
0.995990,1.991980,-9.447520,-0.117179,-0.105461,0.370712,78.117000,97.695000,-166.531000,0.010000
0.569820,1.766920,-8.892070,-0.190682,-0.009587,0.479369,81.668000,95.313000,-165.391000,0.010000
0.588970,1.924940,-8.767570,-0.160855,0.026632,0.581634,81.668000,95.313000,-165.391000,0.010000
0.507570,1.819590,-8.901640,-0.116114,0.084156,0.638093,81.668000,95.313000,-165.391000,0.010000
0.507570,1.551440,-9.141060,-0.098004,0.054328,0.591222,81.668000,95.313000,-165.391000,0.010000
0.052670,1.838750,-9.586380,-0.023436,0.013848,0.456998,81.668000,95.313000,-165.391000,0.010000
0.239420,1.517920,-8.930370,0.107592,-0.044741,0.365386,81.668000,95.313000,-165.391000,0.010000
0.287300,1.465250,-8.954310,0.192813,-0.107592,0.262055,81.668000,95.313000,-165.391000,0.010000
0.464480,1.685520,-9.169790,0.210922,-0.111853,0.174703,81.668000,95.313000,-165.391000,0.010000
0.665590,1.752560,-9.385270,0.263120,-0.043676,0.132093,81.668000,95.313000,-165.391000,0.010000
0.598550,2.001550,-9.074020,0.253533,-0.018109,0.160855,81.668000,95.313000,-165.391000,0.010000
0.454900,2.025490,-8.987830,0.297209,-0.025566,0.167247,81.668000,95.313000,-165.391000,0.010000
0.593760,1.805230,-9.203310,0.316384,0.072438,0.192813,81.668000,95.313000,-165.391000,0.010000
0.526720,1.857900,-9.169790,0.349407,0.164051,0.187487,81.668000,95.313000,-165.391000,0.010000
0.521940,1.766920,-9.097970,0.364320,0.183225,0.181095,80.484000,96.504000,-161.969000,0.010000
0.555450,1.704670,-8.935160,0.374973,0.254598,0.172573,80.484000,96.504000,-161.969000,0.010000
0.459690,1.752560,-8.786720,0.372843,0.253533,0.133158,80.484000,96.504000,-161.969000,0.010000
0.335190,1.867480,-8.901640,0.337689,0.151268,0.063916,80.484000,96.504000,-161.969000,0.010000
0.474050,1.862690,-9.279930,0.306796,0.182160,0.003196,80.484000,96.504000,-161.969000,0.010000
0.349550,2.030280,-9.045290,0.280165,0.126766,-0.060720,80.484000,96.504000,-161.969000,0.010000
0.349550,1.762130,-8.925580,0.265251,0.044741,-0.134223,80.484000,96.504000,-161.969000,0.010000
0.306460,1.848320,-9.093180,0.263120,0.004261,-0.217314,80.484000,96.504000,-161.969000,0.010000
0.383070,1.939300,-9.193730,0.242880,-0.014914,-0.280165,80.484000,96.504000,-161.969000,0.010000
0.421380,1.977610,-9.404420,0.288687,0.019175,-0.299339,80.484000,96.504000,-161.969000,0.010000
0.450110,1.781290,-9.217680,0.323840,0.098004,-0.347276,80.484000,96.504000,-161.969000,0.010000
0.497990,1.652000,-9.375690,0.324906,0.151268,-0.432497,80.484000,96.504000,-161.969000,0.010000
0.354340,1.790860,-9.078810,0.282295,0.137419,-0.565655,80.484000,96.504000,-161.969000,0.010000
0.435740,1.675940,-9.409210,0.319579,0.205596,-0.720119,81.668000,96.504000,-167.672000,0.010000
0.469260,2.078170,-9.428370,0.366451,0.264186,-0.825580,81.668000,96.504000,-167.672000,0.010000
0.383070,2.073380,-9.648630,0.430367,0.210922,-0.944890,81.668000,96.504000,-167.672000,0.010000
0.521940,1.929730,-9.686940,0.478304,0.230097,-1.090831,81.668000,96.504000,-167.672000,0.010000
0.852340,1.795650,-9.485830,0.496413,0.245011,-1.233576,81.668000,96.504000,-167.672000,0.010000
0.478840,1.800440,-8.954310,0.455933,0.177899,-1.402953,81.668000,96.504000,-167.672000,0.010000
-0.272940,2.164360,-9.131480,0.513457,-0.154463,-1.768339,81.668000,96.504000,-167.672000,0.010000
0.512360,2.054220,-9.514560,0.598679,-0.214118,-1.985653,81.668000,96.504000,-167.672000,0.010000
0.339980,2.571370,-9.409210,0.721184,-0.164051,-2.122007,81.668000,96.504000,-167.672000,0.010000
0.972050,2.418140,-9.337390,0.722249,-0.144876,-2.086853,81.668000,96.504000,-167.672000,0.010000
1.254560,2.772490,-9.006990,0.694552,-0.057524,-1.899366,81.668000,96.504000,-167.672000,0.010000
1.570600,2.408570,-8.643070,0.565655,0.018109,-1.662878,81.668000,96.504000,-167.672000,0.010000
1.355120,1.953670,-8.705320,0.416518,0.152333,-1.513741,75.750000,101.270000,-168.812000,0.010000
0.435740,1.920150,-9.040510,0.307861,0.260990,-1.635181,75.750000,101.270000,-168.812000,0.010000
0.119710,2.001550,-9.145850,0.216249,-0.024501,-1.988849,75.750000,101.270000,-168.812000,0.010000
0.454900,1.359910,-9.509770,0.271642,-0.027697,-2.281796,75.750000,101.270000,-168.812000,0.010000
0.895430,0.909800,-6.382940,0.137419,-0.516653,-2.416020,75.750000,101.270000,-168.812000,0.010000
0.746990,1.723830,-10.208880,0.368582,-0.537959,-2.556635,75.750000,101.270000,-168.812000,0.010000
0.924160,1.867480,-10.204090,0.229032,0.026632,-2.571548,75.750000,101.270000,-168.812000,0.010000
1.350330,2.365470,-9.217680,-0.075634,0.157659,-2.558765,75.750000,101.270000,-168.812000,0.010000
1.800440,2.351110,-9.006990,-0.251402,0.027697,-2.436260,75.750000,101.270000,-168.812000,0.010000
1.920150,1.786070,-9.030930,-0.535828,0.013848,-2.343582,75.750000,101.270000,-168.812000,0.010000
0.938530,1.177950,-9.217680,-0.749946,0.108657,-2.406432,75.750000,101.270000,-168.812000,0.010000
0.464480,1.326390,-9.437940,-0.706270,0.063916,-2.727077,75.750000,101.270000,-168.812000,0.010000
0.737410,1.877050,-9.121910,-0.464455,-0.152333,-2.966761,75.750000,101.270000,-168.812000,0.010000
0.799660,1.527500,-9.437940,-0.076699,-0.218379,-3.128682,79.301000,106.035000,-165.391000,0.010000
0.914590,1.752560,-9.490620,0.427171,-0.177899,-3.172358,79.301000,106.035000,-165.391000,0.010000
1.656790,2.322380,-8.954310,0.765925,-0.255663,-3.092463,79.301000,106.035000,-165.391000,0.010000
1.537080,3.251330,-9.433160,0.695618,-0.338754,-2.884736,79.301000,106.035000,-165.391000,0.010000
2.097320,1.800440,-9.988610,0.449542,-0.022371,-2.694054,79.301000,106.035000,-165.391000,0.010000
4.544190,-1.053450,-9.078810,0.503870,0.469782,-2.953978,79.301000,106.035000,-165.391000,0.010000
1.632850,2.159570,-7.910440,0.298274,0.687096,-2.625877,79.301000,106.035000,-165.391000,0.010000
0.957680,2.197880,-9.648630,-0.040480,0.683900,-2.550243,79.301000,106.035000,-165.391000,0.010000
1.532290,1.901000,-9.323020,0.227967,-0.281230,-2.685532,79.301000,106.035000,-165.391000,0.010000
2.092530,2.130840,-9.193730,0.456998,-0.724380,-2.636529,79.301000,106.035000,-165.391000,0.010000
1.929730,1.987190,-9.797070,0.552872,-0.384560,-2.451174,79.301000,106.035000,-165.391000,0.010000
1.144430,1.848320,-8.250420,0.521980,-0.338754,-2.332929,79.301000,106.035000,-165.391000,0.010000
0.962470,1.259350,-8.082820,0.393083,-0.215183,-2.487392,79.301000,106.035000,-165.391000,0.010000
1.359910,0.675160,-8.872910,0.382430,0.396278,-2.466087,74.566000,110.801000,-164.250000,0.010000
1.685520,0.474050,-8.987830,0.233293,0.990696,-2.444782,74.566000,110.801000,-164.250000,0.010000
0.507570,1.623270,-9.107540,0.110788,1.122789,-2.381931,74.566000,110.801000,-164.250000,0.010000
0.742200,1.455670,-9.026140,0.355798,0.704140,-2.347843,74.566000,110.801000,-164.250000,0.010000
1.618480,2.087740,-9.184160,0.644485,0.288687,-2.223207,74.566000,110.801000,-164.250000,0.010000
2.092530,2.456450,-9.854530,0.559264,0.136354,-1.996306,74.566000,110.801000,-164.250000,0.010000
2.250550,1.589750,-10.295070,0.634898,0.126766,-1.879126,74.566000,110.801000,-164.250000,0.010000
2.964020,1.359910,-9.442730,0.508131,0.141680,-1.858886,74.566000,110.801000,-164.250000,0.010000
1.934510,1.584960,-8.729260,0.313188,-0.001065,-1.775796,74.566000,110.801000,-164.250000,0.010000
1.335960,1.431730,-9.107540,0.295078,0.327036,-1.754490,74.566000,110.801000,-164.250000,0.010000
1.374270,0.651220,-9.212890,0.257794,0.811732,-1.789644,74.566000,110.801000,-164.250000,0.010000
1.388640,0.143650,-9.797070,0.187487,1.225054,-1.927063,74.566000,110.801000,-164.250000,0.010000
-0.627280,1.948880,-9.864110,0.118244,1.676726,-1.799232,74.566000,110.801000,-164.250000,0.010000
-0.842760,2.873040,-8.734050,0.248207,1.644768,-1.659682,68.648000,116.758000,-161.969000,0.010000
0.047880,1.383850,-9.361330,0.471912,1.334776,-1.484979,68.648000,116.758000,-161.969000,0.010000
0.138860,0.928950,-8.504200,0.397344,1.169660,-1.427454,68.648000,116.758000,-161.969000,0.010000
0.828390,0.545880,-8.499420,0.291882,0.819188,-1.491370,68.648000,116.758000,-161.969000,0.010000
-0.129290,2.317590,-8.269570,0.092678,0.748881,-1.455151,68.648000,116.758000,-161.969000,0.010000
0.177170,0.995990,-9.107540,-0.039415,0.965130,-1.481783,68.648000,116.758000,-161.969000,0.010000
1.024720,0.909800,-9.251190,-0.117179,1.136637,-1.415736,68.648000,116.758000,-161.969000,0.010000
1.086970,0.301670,-9.490620,-0.189617,1.066330,-1.492435,68.648000,116.758000,-161.969000,0.010000
-0.086190,2.312800,-8.623910,-0.213053,0.822384,-1.270860,68.648000,116.758000,-161.969000,0.010000
0.177170,0.938530,-9.519350,-0.085221,0.857538,-1.233576,68.648000,116.758000,-161.969000,0.010000
-0.316030,0.857120,-9.030930,0.199204,0.764860,-1.211206,68.648000,116.758000,-161.969000,0.010000
-0.249000,0.857120,-8.777140,0.360059,0.548611,-1.193096,68.648000,116.758000,-161.969000,0.010000
0.119710,0.785300,-8.901640,0.398409,0.633832,-1.166465,66.281000,121.523000,-156.266000,0.010000
0.057460,0.919370,-9.097970,0.298274,0.751011,-1.078048,66.281000,121.523000,-156.266000,0.010000
0.158020,0.881070,-9.193730,0.102265,0.814927,-1.007740,66.281000,121.523000,-156.266000,0.010000
0.225050,0.565030,-9.035720,0.084156,0.838363,-1.027980,66.281000,121.523000,-156.266000,0.010000
0.067040,0.670380,-9.102750,0.117179,0.952346,-1.043959,66.281000,121.523000,-156.266000,0.010000
0.105340,0.320820,-8.983040,0.070307,0.607201,-1.106810,66.281000,121.523000,-156.266000,0.010000
0.363920,-0.785300,-9.720460,0.044741,-0.027697,-1.409345,66.281000,121.523000,-156.266000,0.010000
-0.339980,0.588970,-9.035720,-0.039415,-0.451672,-1.459412,66.281000,121.523000,-156.266000,0.010000
-0.660800,0.962470,-8.532940,0.067112,-0.754207,-1.137702,66.281000,121.523000,-156.266000,0.010000
-0.646430,0.823610,-8.916010,0.116114,-0.800014,-1.164334,66.281000,121.523000,-156.266000,0.010000
-0.469260,0.727840,-8.609550,0.203466,-0.542220,-1.200553,66.281000,121.523000,-156.266000,0.010000
