ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,mx_ut,my_ut,mz_ut,dt_s
1.345540,-0.383070,-9.275140,0.279099,0.056459,-0.542220,40.242000,109.609000,-163.109000,0.010000
1.154010,-0.105340,-8.652650,0.282295,0.011718,-0.512392,40.242000,109.609000,-163.109000,0.010000
0.818820,-0.033520,-9.021350,0.275903,0.082025,-0.543285,40.242000,109.609000,-163.109000,0.010000
0.991200,-0.143650,-9.035720,0.266316,0.094809,-0.562460,40.242000,109.609000,-163.109000,0.010000
0.972050,-0.052670,-9.600750,0.197074,0.156594,-0.547546,40.242000,109.609000,-163.109000,0.010000
0.857120,-0.253790,-9.078810,0.299339,0.099070,-0.539024,40.242000,109.609000,-163.109000,0.010000
0.909800,-0.272940,-8.049310,0.383495,-0.029827,-0.535828,40.242000,109.609000,-163.109000,0.010000
0.842760,-0.579400,-7.134720,0.392017,-0.123571,-0.534763,40.242000,109.609000,-163.109000,0.010000
1.039080,0.033520,-9.624690,0.346211,-0.019175,-0.541154,40.242000,109.609000,-163.109000,0.010000
1.077390,-0.143650,-8.710110,0.353668,-0.004261,-0.535828,40.242000,109.609000,-163.109000,0.010000
0.790090,-0.296880,-8.379710,0.463390,-0.217314,-0.512392,40.242000,109.609000,-163.109000,0.010000
1.345540,0.105340,-12.703630,0.383495,-0.136354,-0.498544,37.875000,108.418000,-161.969000,0.010000
0.632070,-0.229840,-8.868120,0.435693,-0.287621,-0.484695,37.875000,108.418000,-161.969000,0.010000
0.871490,-0.497990,-9.835380,0.201335,-0.006392,-0.458064,37.875000,108.418000,-161.969000,0.010000
1.470040,-0.517150,-9.050080,0.236489,-0.051133,-0.446346,37.875000,108.418000,-161.969000,0.010000
1.316810,-0.397440,-9.433160,0.354733,-0.060720,-0.439954,37.875000,108.418000,-161.969000,0.010000
0.723050,0.177170,-8.336610,0.612527,-0.221575,-0.429302,37.875000,108.418000,-161.969000,0.010000
